CODE_VO;CODE_405;REPLACE405;CODE_VO_DESC;CODE_405_DESC;SECTION;OPERATION_CODE;DIRECTION_PAY;ISSUER_NEREZ;ISSUER_REZ;PROPERTY_FLG;INCLUDE_405;INCLUDE_406
55210;?????;;Расчеты резидента в пользу нерезидента при исполнении резидентом обязательств по облигациям;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
55110;OTH2;;Расчеты и переводы нерезидента в пользу резидента при исполнении нерезидентом обязательств по иным не эмиссионным ценным бумагам, выданным нерезидентом, за исключением векселей;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
55100;BIL7;;Расчеты и переводы нерезидента в пользу резидента при исполнении нерезидентом обязательств по векселям, выданным нерезидентом;Векселя прочих нерезидентов;2;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
55090;OTH2;;Расчеты и переводы нерезидента в пользу резидента при исполнении нерезидентом обязательств по иным эмиссионным ценным бумагам;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
55080;BON5-BON7;;Расчеты и переводы нерезидента в пользу резидента при исполнении нерезидентом обязательств по облигациям, выкуп и платежи по которым проводятся по истечении трех лет с даты выпуска;;2;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
55070;BON5-BON7;;Расчеты и переводы нерезидента в пользу резидента при исполнении нерезидентом обязательств по облигациям, выкуп и платежи по которым проводятся в первые три года с даты выпуска;;2;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
55060;OTH2;;Расчеты и переводы резидента в пользу нерезидента при исполнении резидентом обязательств по иным не эмиссионным ценным бумагам, выданным резидентом, за исключением векселей;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
55050;BIL4;;Расчеты и переводы резидента в пользу нерезидента при исполнении резидентом обязательств по векселям, выданным резидентом;Векселя прочих резидентов;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
55040;OTH2;;Расчеты и переводы резидента в пользу нерезидента при исполнении резидентом обязательств по иным эмиссионным ценным бумагам;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
55030;BON4;;Расчеты и переводы резидента в пользу нерезидента при исполнении резидентом обязательств по облигациям, выкуп и платежи по которым проводятся по истечении трех лет с даты выпуска;Облигации прочих резидентов;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
55020;BON4;;Расчеты и переводы резидента в пользу нерезидента при исполнении резидентом обязательств по облигациям, выкуп и платежи по которым проводятся в первые три года с даты выпуска;Облигации прочих резидентов;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
55010;?????;;Расчеты и переводы резидента в пользу нерезидента при исполнении обязательств по государственным ценным бумагам;;2;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
54150;OTH2;;Расчеты и переводы нерезидента в пользу резидента при уплате процентных (купонных) доходов, дивидендов по внешним ценным бумагам;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
54140;?????;;Расчеты и переводы нерезидента в пользу резидента при уплате неустойки (штрафа, пени) по операциям с внешними ценными бумагами;;3;;;FALSE;FALSE;FALSE;FALSE;TRUE
54130;OTH2;;Расчеты и переводы нерезидента в пользу резидента при отчуждении неэмиссионных внешних ценных бумаг, за исключением векселей, выданных нерезиденту резидентом, владельцем счета Р1;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;INR;1;FALSE;TRUE;FALSE;FALSE;FALSE
54120;BIL4;;Расчеты и переводы нерезидента в пользу резидента - владельца счета Р1, от выдачи векселей нерезиденту резидентом, владельцем счета Р1;Векселя прочих резидентов;1;INR;1;FALSE;TRUE;FALSE;FALSE;FALSE
54110;OTH2;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые иные эмиссионные внешние ценные бумаги, эмитентом которых является нерезидент;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
54100;BON5-BON7;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые облигации нерезидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
54090;BON5-BON7;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые облигации нерезидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
54080;OTH2;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые иные эмиссионные внешние ценные бумаги, эмитентом которых является резидент;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;INR;1;FALSE;TRUE;FALSE;FALSE;FALSE
54070;BON1-BON4;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые облигации резидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
54060;BON1-BON4;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые облигации резидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
54050;BON4;;Расчеты и переводы нерезидента в пользу резидента при выпуске резидентом облигаций, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;Облигации прочих резидентов;1;INR;1;FALSE;TRUE;FALSE;FALSE;FALSE
54040;BON4;;Расчеты и переводы нерезидента в пользу резидента при выпуске резидентом облигаций, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;Облигации прочих резидентов;1;INR;1;FALSE;TRUE;FALSE;FALSE;FALSE
54030;SHS1-SHS4;;Расчеты и переводы нерезидента в пользу резидента при первичном размещении (выпуске) акций;;1;INR;1;FALSE;TRUE;FALSE;FALSE;FALSE
54020;SHS1-SHS4;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые акции, эмитентами которых являются резиденты, за исключением первичного размещения (выпуска) акций;;1;INR;1;FALSE;FALSE;FALSE;FALSE;FALSE
54010;SHS6;;Расчеты и переводы нерезидента в пользу резидента за отчуждаемые акции, эмитентом которых является нерезидент;Акции прочих нерезидентов;1;INR;1;TRUE;FALSE;FALSE;FALSE;FALSE
53140;;;Расчеты и переводы резидента в пользу третьих лиц при оплате комиссий и возмещения расходов при приобретении внешних ценных бумаг с использованием специального банковского счета, за исключением оплаты;;;;;FALSE;FALSE;FALSE;FALSE;FALSE
53130;OTH2;;Расчеты и переводы резидента в пользу нерезидента при уплате процентных (купонных) доходов, дивидендов по внешним ценным бумагам;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
53120;?????;;Расчеты и переводы резидента в пользу нерезидента при уплате неустойки (штрафа, пени) по операциям с внешними ценными бумагами;;3;;;FALSE;FALSE;FALSE;FALSE;TRUE
53110;OTH2;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые неэмиссионные внешние ценные бумаги, за исключением векселей;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53100;BIL1-BIL7;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые векселя;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53090;OTH2;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые иные эмиссионные внешние ценные бумаги, эмитентом которых является нерезидент;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;OUTR;2;TRUE;FALSE;FALSE;FALSE;FALSE
53080;BON5-BON7;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые облигации нерезидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53070;BON5-BON7;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые облигации нерезидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53060;OTH2;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые иные эмиссионные внешние ценные бумаги, эмитентом которых является резидент;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
53050;BON1-BON4;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые облигации резидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53040;BON1-BON4;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые облигации резидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53030;SHS6;;Расчеты и переводы резидента в пользу нерезидента при первичном размещении (выпуске) акций нерезидентом;Акции прочих нерезидентов;1;OUTR;2;TRUE;FALSE;FALSE;FALSE;FALSE
53020;SHS6;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые акции, эмитентом которых является нерезидент, за исключением первичного размещения (выпуска) акций нерезидентом;Акции прочих нерезидентов;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
53010;SHS3-SHS4;;Расчеты и переводы резидента в пользу нерезидента за приобретаемые акции, эмитентом которых является резидент;;1;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
52900;?????;;Расчеты нерезидента в пользу резидента;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52255;?????;;Расчеты резидента в пользу нерезидента за приобретаемые векселя и иные неэмиссионные ценные бумаги;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52250;?????;;Расчеты резидента в пользу нерезидента за приобретаемые векселя и иные неэмиссионные ценные бумаги;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52235;?????;;Расчеты резидента в пользу нерезидента за приобретаемые паи инвестиционных фондов;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52230;?????;;Расчеты резидента в пользу нерезидента за приобретаемые паи инвестиционных фондов;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52215;?????;;Расчеты резидента в пользу нерезидента за приобретаемые  облигации;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52210;?????;;Расчеты резидента в пользу нерезидента за приобретаемые облигации;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
52180;?????;;Расчеты и переводы резидента в пользу нерезидента, поступившие со специальных брокерских счетов;;1;;;FALSE;FALSE;FALSE;TRUE;FALSE
52170;?????;;Расчеты и переводы резидента в пользу нерезидента при уплате процентных (купонных) доходов, дивидендов по внутренним ценным бумагам, доходов по инвестиционным паям паевых инвестиционных фондов;;2;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
52160;?????;;Расчеты и переводы резидента в пользу нерезидента при уплате неустойки (штрафа, пени) по операциям с внутренними ценными бумагами;;3;;;FALSE;FALSE;FALSE;FALSE;TRUE
52150;OTH2;;Расчеты и переводы резидента в пользу нерезидента при отчуждении неэмиссионных внутренних ценных бумаг, за исключением векселей;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52140;BIL1-BIL7;;Расчеты и переводы резидента в пользу нерезидента при отчуждении векселей, за исключением векселей, выданных резиденту нерезидентом, владельцем счета В1;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52130;BIL7;;Расчеты и переводы резидента в пользу нерезидента, владельца счета В1, от выдачи резиденту векселей нерезидентом, владельцем счета В1;Векселя прочих нерезидентов;1;OUTR;2;TRUE;FALSE;FALSE;FALSE;FALSE
52120;OTH2;;Расчеты и переводы резидента в пользу нерезидента при отчуждении иных эмиссионных внутренних ценных бумаг;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;OUTR;2;FALSE;TRUE;FALSE;FALSE;FALSE
52110;BON5-BON7;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые облигации нерезидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52100;BON5-BON7;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые облигации нерезидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52090;BON2-BON4;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые облигации резидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52080;BON2-BON4;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые облигации резидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52070;SHS7-SHS8;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые паи паевых инвестиционных фондов;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52060;BON5-BON7;;Расчеты и переводы резидента в пользу нерезидента при выпуске нерезидентом облигаций, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52050;BON5-BON7;;Расчеты и переводы резидента в пользу нерезидента при выпуске нерезидентом облигаций, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52040;SHS5-SHS6;;Расчеты и переводы резидента в пользу нерезидента при первичном размещении (выпуске) акций, эмитентом которых является нерезидент - владелец счета В1;;1;OUTR;2;TRUE;FALSE;FALSE;FALSE;FALSE
52030;SHS5-SHS6;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые акции нерезидентов, за исключением первичного размещения (выпуска) акций, эмитентом которых является нерезидент;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52020;SHS1-SHS4;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые акции резидентов;;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
52010;BON1;;Расчеты и переводы резидента в пользу нерезидента за отчуждаемые облигации, выпущенные от имени Российской Федерации;Облигации федеральных органов исполнительной власти и облигации Банка России;1;OUTR;2;FALSE;FALSE;FALSE;FALSE;FALSE
51800;?????;;Расчеты резидента в пользу нерезидента;;1;;;FALSE;FALSE;FALSE;FALSE;FALSE
51255;?????;;Расчеты нерезидента в пользу резидента за приобретаемые векселя и иные неэмиссионные ценные бумаги;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
51250;?????;;Расчеты нерезидента в пользу резидента за приобретаемые векселя и иные неэмиссионные ценные бумаги;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
51235;?????;;Расчеты нерезидента в пользу резидента за приобретаемые паи инвестиционных фондов;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
51230;?????;;Расчеты нерезидента в пользу резидента за приобретаемые паи инвестиционных фондов;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
51215;?????;;Расчеты нерезидента в пользу резидента за приобретаемые облигации;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
51210;?????;;Расчеты нерезидента в пользу резидента за приобретаемые облигации;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
51170;;;Расчеты и переводы нерезидента в пользу третьих лиц при оплате комиссий и возмещения расходов при приобретении внутренних ценных бумаг с использованием специального банковского счета, за исключением о;;;;;FALSE;FALSE;FALSE;FALSE;FALSE
51160;?????;;Расчеты и переводы нерезидента в пользу резидента при уплате процентных (купонных) доходов, дивидендов по внутренним ценным бумагам, доходов по инвестиционным паям паевых инвестиционных фондов;;2;;;FALSE;FALSE;FALSE;TRUE;FALSE
51150;?????;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу брокера на специальный брокерский счет;;1;;;FALSE;FALSE;FALSE;TRUE;FALSE
51140;?????;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента при уплате неустойки (штрафа, пени) по операциям с внутренними ценными бумагами;;3;;;FALSE;FALSE;FALSE;FALSE;TRUE
51130;OTH2;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые неэмиссионные внутренние ценные бумаги, за исключением векселей;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51120;BIL1-BIL7;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые векселя;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51110;OTH2;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые иные внутренние эмиссионные ценные бумаги;Для неидентифицированных ценных бумаг, а также для операций с несколькими типами ценных бумаг, выделить которые не представляется возможным;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51100;BON6-BON7;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые облигации нерезидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51090;BON6-BON7;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые облигации нерезидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51080;BON3-BON4;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые облигации резидентов, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51070;BON3-BON4;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые облигации резидентов, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51060;BON3-BON4;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента при выпуске резидентом облигаций, выкуп и платежи по которым не предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;TRUE;FALSE;TRUE;FALSE
51050;BON3-BON4;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента при выпуске резидентом облигаций, выкуп и платежи по которым предполагаются в первые три года с даты выпуска;;1;INR;1;FALSE;TRUE;FALSE;TRUE;FALSE
51040;SHS7-SHS8;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые паи паевых инвестиционных фондов;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51030;SHS1-SHS4;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента при первичном размещении (выпуске) акций;;1;INR;1;FALSE;TRUE;FALSE;TRUE;FALSE
51020;SHS1-SHS4;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые акции, за исключением первичного размещения (выпуска) акций;;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
51010;BON1;;(УСТАРЕЛ c 01.10.12) Расчеты и переводы нерезидента в пользу резидента за приобретаемые облигации, выпущенные от имени Российской Федерации;Облигации федеральных органов исполнительной власти и облигации Банка России;1;INR;1;FALSE;FALSE;FALSE;TRUE;FALSE
50900;?????;;Расчеты нерезидента в пользу резидента;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
50800;?????;;Расчеты резидента в пользу нерезидента;;1;OUTR;;FALSE;FALSE;FALSE;FALSE;FALSE
50210;?????;;Расчеты нерезидента в пользу резидента при выплате дивидендов (доходов) от инвестиций в форме капитальных вложений;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
50200;?????;;Расчеты нерезидента в пользу резидента по операциям с долями;;1;INR;;FALSE;FALSE;FALSE;FALSE;FALSE
